agent_id,employee_code,agent_name,vendor_id,team,status,joined_at,updated_at,calls,accounts_called,total_duration_sec,avg_duration_sec,attributed_successful_payments,attributed_recovery,paying_accounts,recovery_per_call
AGT0000623,EMP00733,Aarav Sharma,VND0000006,FIELD,ACTIVE,2024-11-21 05:54:56,2025-12-24 14:28:06,87,87,35331,406.1034482758621,3.0,166548.28,3.0,1914.3480459770115
AGT0000715,EMP01040,Priya Mehta,VND0000008,T1,ACTIVE,2024-10-08 04:21:35,2026-01-31 18:20:45,77,77,39847,517.4935064935065,0.0,0.0,0.0,0.0
AGT0000670,EMP00368,Rahul Verma,VND0000011,DIGITAL,ACTIVE,2024-09-24 22:21:59,2026-03-27 08:09:03,84,84,33889,403.4404761904762,2.0,83862.14,2.0,998.3588095238096
AGT0000163,EMP00240,Rohan Patel,VND0000014,DIGITAL,ACTIVE,2024-02-15 13:21:23,2025-12-21 01:48:16,98,98,48048,490.2857142857143,0.0,0.0,0.0,0.0
AGT0000594,EMP00187,Ananya Rao,VND0000015,FIELD,SUSPENDED,2024-10-21 06:49:43,2025-10-11 01:31:29,103,102,44797,434.92233009708735,1.0,69816.29,1.0,677.8280582524271
AGT0000988,EMP00793,Rohan Patel,VND0000007,T2,SUSPENDED,2024-08-31 14:37:58,2025-08-30 22:31:07,82,81,33483,408.3292682926829,1.0,107150.4,1.0,1306.7121951219513
AGT0000437,EMP00560,Pooja Nair,VND0000005,T1,INACTIVE,2025-04-29 02:14:39,2026-03-12 10:16:56,93,92,41392,445.0752688172043,2.0,238458.3,2.0,2564.067741935484
AGT0000943,EMP00288,Pooja Nair,VND0000006,DIGITAL,ACTIVE,2024-02-05 06:28:08,2026-07-25 16:54:18,81,80,35006,432.17283950617286,3.0,178283.51,3.0,2201.030987654321
AGT0000337,EMP00824,Amit Kumar,VND0000010,T3,INACTIVE,2025-03-08 01:58:46,2025-08-16 15:13:09,88,87,42800,486.3636363636364,1.0,57913.94,1.0,658.1129545454546
AGT0000834,EMP00740,Rohan Patel,VND0000011,T1,ACTIVE,2024-12-01 05:24:29,2025-09-18 02:07:18,100,99,50539,505.39,4.0,398439.36,4.0,3984.3936
AGT0000991,EMP01073,Rohan Patel,VND0000001,T2,SUSPENDED,2024-01-03 15:50:15,2025-06-10 02:40:14,90,90,43296,481.06666666666666,1.0,36195.24,1.0,402.1693333333333
AGT0000017,EMP00366,Ananya Rao,VND0000011,FIELD,ACTIVE,2024-06-10 23:11:06,2025-08-12 23:50:49,90,90,35397,393.3,4.0,80525.84999999999,4.0,894.7316666666666
AGT0000382,EMP00602,Priya Mehta,VND0000008,T3,ACTIVE,2025-05-25 06:11:40,2025-07-22 02:24:24,93,93,42385,455.752688172043,0.0,0.0,0.0,0.0
AGT0000132,EMP00405,Aarav Sharma,VND0000010,FIELD,ACTIVE,2025-01-21 12:31:47,2025-10-22 02:04:29,85,85,36854,433.5764705882353,2.0,212563.4,2.0,2500.745882352941
AGT0000843,EMP00271,Ananya Rao,VND0000005,T2,ACTIVE,2025-07-18 08:38:01,2026-01-01 03:31:55,79,78,36568,462.88607594936707,3.0,147669.38,3.0,1869.232658227848
AGT0000946,EMP00919,Sneha Das,VND0000006,FIELD,SUSPENDED,2025-07-06 02:53:53,2025-01-25 18:34:00,98,98,46417,473.64285714285717,0.0,0.0,0.0,0.0
AGT0000414,EMP00321,Neha Singh,VND0000014,T3,ACTIVE,2024-09-14 10:44:31,2026-03-23 22:04:04,85,84,36968,434.91764705882355,2.0,82615.06,2.0,971.9418823529411
AGT0000741,EMP00803,Aarav Sharma,VND0000010,T1,ACTIVE,2024-12-13 01:48:50,2025-08-13 23:14:38,78,78,32904,421.84615384615387,2.0,93740.64,2.0,1201.803076923077
AGT0000435,EMP00900,Sneha Das,VND0000007,T2,INACTIVE,2024-02-23 11:53:11,2025-06-10 20:11:04,99,99,47085,475.6060606060606,1.0,26008.63,1.0,262.71343434343436
AGT0000199,EMP00209,Neha Singh,VND0000003,T2,ACTIVE,2024-05-25 14:19:25,2025-06-27 04:41:08,98,98,44760,456.734693877551,2.0,65707.91,2.0,670.4888775510204
AGT0000096,EMP00753,Priya Mehta,VND0000001,FIELD,ACTIVE,2024-08-05 06:46:55,2025-03-29 14:17:34,89,88,42027,472.2134831460674,2.0,198051.88,2.0,2225.3020224719103
AGT0000502,EMP00159,Sneha Das,VND0000001,T1,INACTIVE,2024-11-23 06:25:06,2025-06-18 16:03:58,102,102,50368,493.80392156862746,2.0,87269.22,2.0,855.5805882352942
AGT0000005,EMP00447,Vikram Shah,VND0000003,DIGITAL,ACTIVE,2025-01-13 14:21:09,2025-08-21 21:11:10,84,84,39583,471.2261904761905,0.0,0.0,0.0,0.0
AGT0000361,EMP00592,Vikram Shah,VND0000004,T3,SUSPENDED,2024-06-09 14:24:48,2025-10-27 08:28:19,100,100,44536,445.36,0.0,0.0,0.0,0.0
AGT0000036,EMP00872,Rohan Patel,VND0000005,T2,ACTIVE,2024-03-23 23:06:50,2025-07-04 19:00:25,98,98,46492,474.40816326530614,3.0,270383.66,3.0,2759.01693877551
AGT0000458,EMP00285,Priya Mehta,VND0000013,T2,INACTIVE,2025-11-01 06:47:14,2025-09-28 01:12:21,89,89,38302,430.35955056179773,1.0,125900.44,1.0,1414.6116853932585
AGT0000656,EMP00105,Rohan Patel,VND0000003,FIELD,ACTIVE,2024-07-01 21:08:08,2026-07-03 01:17:48,87,87,42525,488.7931034482759,2.0,113243.41,2.0,1301.6483908045977
AGT0000717,EMP00502,Neha Singh,VND0000006,T2,INACTIVE,2024-01-14 06:37:36,2025-10-13 18:40:24,85,85,37503,441.21176470588233,1.0,99870.52,1.0,1174.947294117647
AGT0000699,EMP01050,Sneha Das,VND0000013,DIGITAL,INACTIVE,2024-07-20 09:44:52,2025-08-29 19:57:35,69,69,28433,412.07246376811594,1.0,133053.04,1.0,1928.304927536232
AGT0000406,EMP00062,Ananya Rao,VND0000014,T2,INACTIVE,2024-08-30 03:08:32,2025-03-21 15:57:54,94,94,41173,438.01063829787233,2.0,138041.74,2.0,1468.52914893617
AGT0000543,EMP00522,Rohan Patel,VND0000005,T2,INACTIVE,2025-05-09 15:56:32,2026-04-12 02:44:14,75,75,39932,532.4266666666666,0.0,0.0,0.0,0.0
AGT0000859,EMP00132,Priya Mehta,VND0000009,T3,INACTIVE,2024-02-09 12:48:08,2025-11-18 12:27:23,90,90,40910,454.55555555555554,3.0,40609.14,3.0,451.2126666666667
AGT0000618,EMP00280,Sneha Das,VND0000006,T2,ACTIVE,2024-12-23 04:26:34,2026-03-31 19:25:56,91,91,39624,435.42857142857144,3.0,240440.94,3.0,2642.208131868132
AGT0000687,EMP00358,Amit Kumar,VND0000002,T3,INACTIVE,2025-01-25 16:28:02,2025-02-05 23:03:44,94,94,42319,450.20212765957444,2.0,101569.93000000001,2.0,1080.531170212766
AGT0000899,EMP00509,Neha Singh,VND0000009,FIELD,ACTIVE,2025-04-07 09:15:50,2026-03-28 14:12:07,82,82,36123,440.5243902439024,1.0,130491.44,1.0,1591.359024390244
AGT0000172,EMP00275,Aarav Sharma,VND0000006,T3,ACTIVE,2024-06-14 00:15:12,2026-06-02 18:07:55,89,89,40553,455.65168539325845,1.0,61042.85,1.0,685.8747191011236
AGT0000206,EMP00828,Aarav Sharma,VND0000002,T1,SUSPENDED,2024-10-16 13:29:11,2025-03-26 01:37:56,113,113,53891,476.91150442477874,1.0,86652.8,1.0,766.8389380530974
AGT0000344,EMP00405,Rahul Verma,VND0000012,FIELD,INACTIVE,2024-11-28 13:59:11,2026-07-23 06:45:37,84,84,36312,432.2857142857143,0.0,0.0,0.0,0.0
AGT0000155,EMP00305,Ananya Rao,VND0000008,T1,INACTIVE,2025-02-23 12:23:37,2025-08-15 18:36:30,84,84,42137,501.6309523809524,2.0,118745.58,2.0,1413.6378571428572
AGT0000927,EMP00566,Rahul Verma,VND0000008,FIELD,SUSPENDED,2024-10-05 06:13:41,2025-08-22 23:41:15,70,70,33061,472.3,1.0,146114.42,1.0,2087.3488571428575
AGT0000388,EMP00568,Rahul Verma,VND0000010,T3,INACTIVE,2024-10-11 15:07:46,2025-08-21 11:57:38,88,88,46440,527.7272727272727,0.0,0.0,0.0,0.0
AGT0000804,EMP00335,Rohan Patel,VND0000014,T2,ACTIVE,2025-10-08 18:27:59,2026-01-16 14:44:40,97,97,43999,453.5979381443299,1.0,46501.22,1.0,479.39402061855674
AGT0000690,EMP00485,Priya Mehta,VND0000002,DIGITAL,ACTIVE,2024-04-08 00:45:01,2025-12-25 18:39:20,87,87,38815,446.14942528735634,1.0,120138.16,1.0,1380.8983908045977
AGT0000213,EMP00627,Ananya Rao,VND0000007,FIELD,SUSPENDED,2025-11-28 05:35:28,2026-02-15 14:28:35,84,84,39818,474.0238095238095,0.0,0.0,0.0,0.0
AGT0000201,EMP00579,Neha Singh,VND0000014,DIGITAL,SUSPENDED,2025-05-31 16:24:26,2025-11-09 15:49:56,70,70,31636,451.9428571428571,1.0,36356.29,1.0,519.3755714285714
AGT0000253,EMP00984,Rohan Patel,VND0000008,T3,ACTIVE,2024-12-03 03:34:40,2025-03-30 23:49:00,82,82,39718,484.3658536585366,3.0,129317.74,3.0,1577.0456097560975
AGT0000243,EMP00185,Pooja Nair,VND0000015,DIGITAL,ACTIVE,2025-08-29 01:37:59,2026-05-31 20:50:40,91,91,43863,482.010989010989,0.0,0.0,0.0,0.0
AGT0000945,EMP00154,Rohan Patel,VND0000006,T2,ACTIVE,2024-12-04 20:47:05,2026-07-02 07:12:11,86,86,38730,450.3488372093023,1.0,103638.68,1.0,1205.100930232558
AGT0000174,EMP00445,Aarav Sharma,VND0000008,T2,SUSPENDED,2025-03-08 09:04:58,2025-06-24 14:06:33,79,79,34705,439.30379746835445,1.0,116337.36,1.0,1472.6248101265824
AGT0000222,EMP00400,Rohan Patel,VND0000012,T3,INACTIVE,2024-03-17 08:12:59,2025-09-07 05:20:30,111,111,52271,470.9099099099099,1.0,89041.67,1.0,802.1772072072072
AGT0000314,EMP00597,Neha Singh,VND0000005,FIELD,ACTIVE,2024-11-27 12:02:24,2025-12-04 00:12:00,82,82,41257,503.1341463414634,0.0,0.0,0.0,0.0
AGT0000145,EMP00138,Neha Singh,VND0000011,DIGITAL,ACTIVE,2025-11-20 13:52:04,2025-07-11 11:07:38,102,102,45927,450.2647058823529,1.0,30191.76,1.0,295.99764705882353
AGT0000938,EMP00084,Rahul Verma,VND0000004,FIELD,ACTIVE,2024-07-10 14:24:42,2025-04-13 21:53:53,86,85,38674,449.69767441860466,2.0,106972.42000000001,2.0,1243.8653488372095
AGT0000747,EMP00759,Priya Mehta,VND0000012,T1,ACTIVE,2025-05-17 18:00:05,2026-05-31 06:08:43,99,98,41424,418.42424242424244,1.0,12007.06,1.0,121.28343434343434
AGT0000802,EMP00594,Sneha Das,VND0000014,FIELD,INACTIVE,2025-09-27 06:54:35,2026-06-26 15:21:17,88,88,40326,458.25,2.0,283895.17000000004,2.0,3226.0814772727276
AGT0000530,EMP00318,Sneha Das,VND0000009,DIGITAL,SUSPENDED,2025-01-31 08:30:19,2025-07-10 10:21:47,93,93,41398,445.13978494623655,0.0,0.0,0.0,0.0
AGT0000784,EMP01003,Ananya Rao,VND0000001,DIGITAL,SUSPENDED,2025-11-22 23:10:38,2026-04-20 23:49:46,71,71,31596,445.01408450704224,2.0,117499.84,2.0,1654.927323943662
AGT0000998,EMP00475,Neha Singh,VND0000002,T2,SUSPENDED,2025-09-05 08:28:47,2026-03-17 19:43:32,86,86,40328,468.93023255813955,1.0,98309.82,1.0,1143.1374418604653
AGT0000268,EMP00151,Aarav Sharma,VND0000009,FIELD,SUSPENDED,2025-01-15 15:04:02,2025-01-09 04:31:16,81,81,40792,503.60493827160496,1.0,37819.53,1.0,466.90777777777777
AGT0000855,EMP00599,Vikram Shah,VND0000009,DIGITAL,INACTIVE,2025-08-23 22:31:58,2025-10-20 22:03:35,87,87,38182,438.8735632183908,1.0,110584.73,1.0,1271.0888505747125
AGT0000254,EMP01068,Neha Singh,VND0000001,T1,INACTIVE,2024-09-10 16:01:11,2026-08-01 06:11:36,107,107,44292,413.94392523364485,2.0,177891.69,2.0,1662.5391588785046
AGT0000374,EMP00285,Aarav Sharma,VND0000013,FIELD,ACTIVE,2024-08-05 06:09:29,2025-09-18 21:54:42,96,96,46807,487.5729166666667,0.0,0.0,0.0,0.0
AGT0000995,EMP00549,Rohan Patel,VND0000014,T3,INACTIVE,2025-06-14 18:32:52,2025-10-21 23:22:38,75,75,35768,476.9066666666667,2.0,143036.74,2.0,1907.1565333333333
AGT0000906,EMP00174,Aarav Sharma,VND0000006,T2,SUSPENDED,2024-01-10 00:30:08,2026-02-23 22:55:53,98,98,44122,450.2244897959184,1.0,36091.75,1.0,368.28316326530614
AGT0000286,EMP00306,Ananya Rao,VND0000003,T2,ACTIVE,2025-11-11 12:22:47,2025-06-24 17:01:09,77,76,32762,425.4805194805195,0.0,0.0,0.0,0.0
AGT0000583,EMP00981,Ananya Rao,VND0000010,FIELD,ACTIVE,2024-09-19 02:21:02,2025-01-29 00:15:40,97,97,46063,474.87628865979383,1.0,55749.2,1.0,574.7340206185567
AGT0000335,EMP00991,Pooja Nair,VND0000006,FIELD,INACTIVE,2025-01-13 17:21:15,2025-08-10 03:16:24,71,71,32076,451.77464788732397,0.0,0.0,0.0,0.0
AGT0000029,EMP00688,Neha Singh,VND0000006,T1,SUSPENDED,2025-04-12 23:52:49,2025-07-26 08:41:18,88,88,37877,430.42045454545456,0.0,0.0,0.0,0.0
AGT0000577,EMP00717,Amit Kumar,VND0000007,DIGITAL,ACTIVE,2025-05-28 01:27:06,2025-05-13 10:08:11,99,99,46639,471.1010101010101,1.0,131230.95,1.0,1325.5651515151517
AGT0000893,EMP00341,Pooja Nair,VND0000005,T1,INACTIVE,2025-08-09 06:11:26,2026-04-13 17:09:14,94,94,41445,440.90425531914894,2.0,164496.49,2.0,1749.962659574468
AGT0000175,EMP00345,Rahul Verma,VND0000011,T2,ACTIVE,2025-07-01 00:13:51,2025-06-11 11:47:51,79,79,33463,423.5822784810127,1.0,135630.61,1.0,1716.843164556962
AGT0000976,EMP00311,Pooja Nair,VND0000003,T1,ACTIVE,2024-08-17 14:57:18,2026-02-16 04:09:24,97,97,43475,448.1958762886598,2.0,51072.83,2.0,526.5240206185567
AGT0000269,EMP00836,Ananya Rao,VND0000011,T3,SUSPENDED,2025-06-20 13:38:57,2025-02-17 12:56:28,92,91,43667,474.64130434782606,2.0,58771.240000000005,2.0,638.8178260869565
AGT0000928,EMP00267,Rohan Patel,VND0000013,FIELD,SUSPENDED,2025-11-19 22:11:24,2025-07-11 05:27:22,99,99,45029,454.83838383838383,1.0,71196.67,1.0,719.1582828282828
AGT0000202,EMP00850,Rohan Patel,VND0000009,FIELD,INACTIVE,2025-07-15 16:55:43,2025-08-21 21:12:43,92,92,40232,437.30434782608694,0.0,0.0,0.0,0.0
AGT0000996,EMP00401,Sneha Das,VND0000001,T1,SUSPENDED,2025-07-17 13:29:44,2025-08-20 03:29:50,86,86,40926,475.8837209302326,1.0,41317.13,1.0,480.4317441860465
AGT0000594,EMP00482,Vikram Shah,VND0000009,FIELD,ACTIVE,2024-08-12 21:16:04,2025-08-10 08:07:27,103,102,44797,434.92233009708735,1.0,69816.29,1.0,677.8280582524271
AGT0000487,EMP00607,Aarav Sharma,VND0000006,T1,SUSPENDED,2025-06-10 03:14:04,2025-04-25 09:49:09,88,88,40876,464.5,2.0,197789.2,2.0,2247.6045454545456
AGT0000163,EMP00893,Priya Mehta,VND0000012,FIELD,ACTIVE,2024-03-07 06:19:38,2026-07-03 15:58:05,98,98,48048,490.2857142857143,0.0,0.0,0.0,0.0
AGT0000676,EMP00766,Aarav Sharma,VND0000004,FIELD,INACTIVE,2025-10-17 11:11:58,2025-12-20 21:41:07,89,89,39289,441.44943820224717,1.0,9177.15,1.0,103.11404494382022
AGT0000951,EMP00770,Rahul Verma,VND0000007,T1,INACTIVE,2025-11-28 11:05:38,2025-10-31 07:29:05,78,78,33625,431.0897435897436,1.0,132607.4,1.0,1700.0948717948718
AGT0000555,EMP00942,Neha Singh,VND0000002,T3,ACTIVE,2024-08-16 04:11:37,2026-07-01 15:07:34,96,96,41931,436.78125,2.0,149097.72999999998,2.0,1553.1013541666664
AGT0000235,EMP00636,Amit Kumar,VND0000015,T2,INACTIVE,2025-06-11 14:57:56,2025-07-12 00:06:25,87,87,42073,483.5977011494253,2.0,98928.4,2.0,1137.1080459770114
AGT0000435,EMP00198,Aarav Sharma,VND0000006,FIELD,INACTIVE,2025-11-27 04:36:32,2025-04-25 02:31:34,99,99,47085,475.6060606060606,1.0,26008.63,1.0,262.71343434343436
AGT0000524,EMP00428,Pooja Nair,VND0000001,FIELD,ACTIVE,2025-07-21 21:02:35,2025-03-18 01:31:46,92,92,37883,411.7717391304348,0.0,0.0,0.0,0.0
AGT0000823,EMP00630,Aarav Sharma,VND0000010,DIGITAL,INACTIVE,2024-08-05 16:16:08,2026-07-19 14:02:46,97,97,43829,451.8453608247423,1.0,132426.16,1.0,1365.2181443298969
AGT0000641,EMP00128,Aarav Sharma,VND0000008,T1,ACTIVE,2024-10-31 03:17:33,2026-07-12 03:58:01,81,81,37102,458.04938271604937,3.0,334687.1,3.0,4131.939506172839
AGT0000103,EMP00782,Pooja Nair,VND0000009,T3,INACTIVE,2024-06-26 02:30:11,2025-12-03 13:34:11,83,83,34180,411.8072289156627,1.0,15335.96,1.0,184.77060240963854
AGT0000550,EMP00183,Priya Mehta,VND0000013,FIELD,SUSPENDED,2025-04-14 10:33:40,2025-11-22 14:41:53,91,91,42252,464.3076923076923,3.0,173453.58000000002,3.0,1906.0832967032968
AGT0000012,EMP00889,Amit Kumar,VND0000012,T3,INACTIVE,2024-02-23 23:11:32,2025-02-02 16:20:15,107,107,48183,450.30841121495325,2.0,202935.93,2.0,1896.5974766355139
AGT0000169,EMP00836,Neha Singh,VND0000012,T3,INACTIVE,2025-06-13 17:29:33,2025-10-07 16:46:11,85,85,37548,441.74117647058824,4.0,480285.71,4.0,5650.420117647059
AGT0000950,EMP00397,Vikram Shah,VND0000006,T2,ACTIVE,2024-03-02 21:49:49,2026-07-06 16:42:03,80,80,37856,473.2,0.0,0.0,0.0,0.0
AGT0000481,EMP01066,Amit Kumar,VND0000010,FIELD,ACTIVE,2025-03-20 17:16:27,2025-02-08 20:29:02,87,87,38322,440.48275862068965,1.0,105500.36,1.0,1212.647816091954
AGT0000713,EMP00710,Rohan Patel,VND0000014,T1,SUSPENDED,2024-04-27 07:27:10,2026-07-18 00:32:24,85,85,39416,463.7176470588235,4.0,215432.91,4.0,2534.5048235294116
AGT0000657,EMP00814,Neha Singh,VND0000006,DIGITAL,SUSPENDED,2024-02-15 16:55:51,2025-04-26 18:11:53,78,78,33298,426.8974358974359,2.0,108982.23999999999,2.0,1397.208205128205
AGT0000968,EMP00648,Neha Singh,VND0000006,FIELD,INACTIVE,2024-11-01 11:24:36,2026-06-16 21:52:34,84,84,35642,424.3095238095238,2.0,256668.56,2.0,3055.578095238095
AGT0000673,EMP00068,Rahul Verma,VND0000010,FIELD,SUSPENDED,2024-06-29 00:09:49,2025-10-30 03:08:55,105,105,47748,454.74285714285713,1.0,141231.03,1.0,1345.0574285714285
AGT0000183,EMP00677,Pooja Nair,VND0000004,T2,SUSPENDED,2025-07-30 17:19:22,2025-06-04 20:21:49,96,96,41969,437.1770833333333,0.0,0.0,0.0,0.0
AGT0000347,EMP00679,Ananya Rao,VND0000013,T2,SUSPENDED,2025-09-07 22:34:03,2025-04-25 05:02:03,99,98,46441,469.1010101010101,4.0,411016.03,4.0,4151.677070707071
AGT0000039,EMP00832,Rahul Verma,VND0000004,FIELD,INACTIVE,2024-05-19 17:34:11,2025-11-20 10:16:35,91,91,40074,440.3736263736264,0.0,0.0,0.0,0.0
AGT0000365,EMP00368,Rohan Patel,VND0000002,DIGITAL,INACTIVE,2025-08-20 21:40:08,2025-01-19 06:16:35,84,84,38073,453.25,0.0,0.0,0.0,0.0
AGT0000103,EMP00358,Rahul Verma,VND0000011,DIGITAL,ACTIVE,2024-12-25 04:35:21,2025-02-06 23:58:33,83,83,34180,411.8072289156627,1.0,15335.96,1.0,184.77060240963854
AGT0000357,EMP01079,Pooja Nair,VND0000015,T1,ACTIVE,2025-01-11 18:44:17,2025-11-16 04:16:04,64,64,31815,497.109375,0.0,0.0,0.0,0.0
AGT0000974,EMP00004,Aarav Sharma,VND0000015,DIGITAL,SUSPENDED,2024-11-22 15:13:24,2025-06-21 14:09:42,77,77,34055,442.27272727272725,2.0,116741.43000000001,2.0,1516.1224675324677
AGT0000583,EMP00689,Neha Singh,VND0000002,T1,ACTIVE,2025-03-13 16:02:05,2026-07-06 14:03:27,97,97,46063,474.87628865979383,1.0,55749.2,1.0,574.7340206185567
AGT0000722,EMP00837,Vikram Shah,VND0000015,T3,ACTIVE,2024-09-08 01:26:48,2025-12-08 12:09:30,82,82,38376,468.0,2.0,170090.1,2.0,2074.269512195122
AGT0000330,EMP00014,Neha Singh,VND0000002,T1,ACTIVE,2024-02-14 00:54:27,2025-03-04 16:34:34,69,69,33007,478.3623188405797,2.0,187185.9,2.0,2712.8391304347824
AGT0000448,EMP00819,Rohan Patel,VND0000003,FIELD,INACTIVE,2025-10-22 09:03:22,2026-03-13 06:19:31,102,102,50022,490.4117647058824,2.0,172841.36,2.0,1694.5231372549017
AGT0000127,EMP00682,Priya Mehta,VND0000005,FIELD,SUSPENDED,2024-07-04 18:15:43,2026-03-22 21:15:33,89,89,39405,442.75280898876406,2.0,137741.5,2.0,1547.6573033707866
AGT0000960,EMP00028,Amit Kumar,VND0000008,T1,INACTIVE,2024-08-22 19:34:51,2025-11-10 00:42:42,113,113,45991,407.0,2.0,127280.22,2.0,1126.373628318584
AGT0000210,EMP00571,Rahul Verma,VND0000007,DIGITAL,ACTIVE,2025-02-09 01:32:55,2025-05-01 04:53:03,79,79,36341,460.0126582278481,0.0,0.0,0.0,0.0
AGT0000138,EMP00077,Neha Singh,VND0000010,T1,INACTIVE,2025-08-27 06:15:27,2026-01-28 07:47:04,87,87,41843,480.95402298850576,1.0,70442.64,1.0,809.6855172413793
AGT0000152,EMP00648,Pooja Nair,VND0000014,T1,SUSPENDED,2024-01-29 09:38:57,2025-09-25 05:27:58,93,93,42488,456.86021505376345,2.0,153144.86,2.0,1646.7189247311826
AGT0000700,EMP00552,Sneha Das,VND0000009,FIELD,INACTIVE,2025-08-22 09:51:30,2025-02-05 11:15:53,94,94,45267,481.56382978723406,0.0,0.0,0.0,0.0
AGT0000127,EMP00164,Rohan Patel,VND0000013,T3,SUSPENDED,2024-01-26 15:41:46,2026-05-01 17:44:08,89,89,39405,442.75280898876406,2.0,137741.5,2.0,1547.6573033707866
AGT0000529,EMP00039,Vikram Shah,VND0000006,DIGITAL,ACTIVE,2025-11-23 22:56:52,2026-05-16 19:42:26,89,89,41125,462.07865168539325,2.0,154100.37,2.0,1731.464831460674
AGT0000262,EMP01022,Vikram Shah,VND0000014,T3,INACTIVE,2024-01-07 05:29:56,2025-10-31 23:12:47,86,86,37338,434.16279069767444,1.0,74038.1,1.0,860.9081395348838
AGT0000873,EMP00120,Neha Singh,VND0000011,T1,SUSPENDED,2025-09-15 06:00:37,2025-06-29 08:42:59,100,100,48267,482.67,5.0,449854.16000000003,5.0,4498.5416000000005
AGT0000630,EMP00351,Neha Singh,VND0000014,FIELD,ACTIVE,2025-05-28 07:35:44,2025-11-20 00:03:55,83,83,36751,442.7831325301205,1.0,11273.85,1.0,135.82951807228915
AGT0000876,EMP00190,Rahul Verma,VND0000004,FIELD,INACTIVE,2025-03-27 19:10:58,2025-03-25 04:45:28,72,72,32849,456.2361111111111,1.0,55650.86,1.0,772.9286111111111
AGT0000185,EMP01095,Aarav Sharma,VND0000013,DIGITAL,ACTIVE,2025-11-04 06:06:21,2025-03-14 09:17:17,95,95,45656,480.58947368421053,3.0,188238.57,3.0,1981.4586315789475
AGT0000101,EMP00863,Pooja Nair,VND0000015,DIGITAL,INACTIVE,2025-02-25 21:27:53,2026-07-28 21:29:42,81,81,38987,481.320987654321,5.0,307755.21,5.0,3799.4470370370373
AGT0000553,EMP00858,Vikram Shah,VND0000009,FIELD,INACTIVE,2024-07-15 04:13:13,2025-05-15 08:32:38,94,94,44192,470.1276595744681,2.0,264818.32,2.0,2817.216170212766
AGT0000117,EMP00422,Rohan Patel,VND0000014,T1,INACTIVE,2025-03-07 23:20:24,2026-03-10 13:03:43,95,95,40530,426.63157894736844,0.0,0.0,0.0,0.0
AGT0000250,EMP00092,Aarav Sharma,VND0000013,DIGITAL,INACTIVE,2025-07-03 23:14:51,2025-10-14 19:50:30,91,90,40742,447.7142857142857,0.0,0.0,0.0,0.0
AGT0000273,EMP00048,Sneha Das,VND0000005,FIELD,ACTIVE,2024-11-17 03:26:01,2025-01-03 15:54:27,89,89,41498,466.2696629213483,1.0,147639.18,1.0,1658.867191011236
AGT0000475,EMP00262,Rahul Verma,VND0000011,T2,ACTIVE,2024-12-28 20:41:09,2025-09-16 11:04:49,89,89,37118,417.0561797752809,1.0,125239.33,1.0,1407.1834831460674
AGT0000817,EMP00462,Vikram Shah,VND0000011,T2,ACTIVE,2024-04-20 23:53:26,2026-01-29 23:36:42,91,90,43988,483.38461538461536,2.0,284993.49,2.0,3131.7965934065933
AGT0000874,EMP00381,Vikram Shah,VND0000004,T1,INACTIVE,2025-09-20 23:30:34,2025-03-30 20:41:44,86,86,42037,488.80232558139534,3.0,241109.15,3.0,2803.5947674418603
AGT0000901,EMP01036,Aarav Sharma,VND0000001,T2,SUSPENDED,2025-03-20 10:36:33,2026-01-16 21:31:33,87,87,44885,515.919540229885,5.0,454447.05,5.0,5223.5293103448275
AGT0000123,EMP00930,Rahul Verma,VND0000006,T3,INACTIVE,2025-09-19 07:14:27,2025-03-08 11:15:16,130,129,59458,457.3692307692308,3.0,166026.44999999998,3.0,1277.1265384615383
AGT0000671,EMP01071,Amit Kumar,VND0000006,T2,INACTIVE,2025-03-11 05:16:00,2025-05-24 13:09:36,91,91,43976,483.25274725274727,0.0,0.0,0.0,0.0
AGT0000465,EMP00823,Vikram Shah,VND0000001,T1,ACTIVE,2024-10-19 16:38:41,2025-12-09 23:10:28,79,79,35723,452.1898734177215,3.0,203597.32,3.0,2577.181265822785
AGT0000098,EMP00269,Ananya Rao,VND0000006,T3,ACTIVE,2025-05-13 03:18:10,2026-04-11 04:24:43,96,95,45924,478.375,3.0,81765.26000000001,3.0,851.7214583333334
AGT0000849,EMP00366,Rohan Patel,VND0000013,DIGITAL,ACTIVE,2025-05-27 13:51:35,2025-05-31 20:01:32,79,79,35457,448.82278481012656,3.0,287792.95,3.0,3642.9487341772156
AGT0000997,EMP01094,Vikram Shah,VND0000006,FIELD,SUSPENDED,2024-10-05 02:32:52,2025-12-16 02:04:14,91,91,45064,495.2087912087912,1.0,88212.12,1.0,969.363956043956
AGT0000438,EMP00562,Pooja Nair,VND0000005,T1,ACTIVE,2024-02-09 09:46:22,2026-03-07 14:50:23,84,84,38203,454.79761904761904,2.0,219682.06,2.0,2615.262619047619
AGT0000759,EMP00960,Ananya Rao,VND0000008,T1,ACTIVE,2025-09-03 19:54:50,2025-11-24 15:48:52,90,90,46660,518.4444444444445,1.0,9958.79,1.0,110.65322222222223
AGT0000011,EMP00372,Aarav Sharma,VND0000004,T2,INACTIVE,2025-07-09 01:38:22,2025-03-15 21:19:14,93,93,44187,475.1290322580645,1.0,96833.5,1.0,1041.220430107527
